Prefixo,Nexthop,as-path,Origem Prefixo
220.67.234.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65146', '3786'])"
217.194.133.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['133861', '133199'])"
118.184.120.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
202.89.96.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4812'])"
192.173.108.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55095', '2906'])"
2401:4900:634b::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65534', '45609'])"
2605:3380:4d02::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['12025', '395174'])"
2620:1d0:5b::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397223', '397218', '397219', '397241', '397234', '397231'])"
156.154.54.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397228', '397241', '397215'])"
93.114.234.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['31708', '21396'])"
66.245.189.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33218', '33210'])"
212.49.189.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
185.114.236.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['58075', '57866'])"
113.209.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
113.209.0.0/17,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
191.97.52.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28032', '262589'])"
208.114.80.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
193.110.120.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['29535', '5617'])"
2405:1c0:6414::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
8.224.32.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13602', '12220'])"
148.231.120.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['22884', '16596'])"
119.161.120.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '131314', '4847'])"
179.0.180.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['2', '270044'])"
35.206.64.0/18,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15169', '19527'])"
2806:2f0:24::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['22884', '17072'])"
177.86.64.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['262696', '262623'])"
123.51.36.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45510', '38333'])"
2401:cf80:6057::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
35.206.0.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15169', '19527'])"
203.168.225.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['39743', '140570'])"
113.209.196.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
202.128.108.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['134684', '9583'])"
62.3.43.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['209014', '49321'])"
2405:1c0:6241::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
118.184.124.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
103.52.145.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['147155', '59147'])"
2806:1070::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['{3905,20940}', '8151'])"
185.236.249.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['51487', '209910'])"
45.179.22.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['269062', '61844'])"
23.50.236.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45629', '45758'])"
217.163.58.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['32787', '64664'])"
118.184.76.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
118.184.52.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
218.199.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24358', '4538'])"
134.119.124.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
141.98.241.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9009', '11426'])"
194.69.149.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4466', '4468'])"
203.196.36.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45510', '38333'])"
116.213.112.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '56048', '4847'])"
154.3.35.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54574', '906'])"
169.230.76.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33667', '33651'])"
37.218.224.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['201700', '15802'])"
190.90.16.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
200.91.225.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18747', '7087'])"
101.254.100.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
154.218.8.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
154.218.8.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
154.16.7.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26548', '19318'])"
170.194.128.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26342', '30337'])"
2405:1c0:6562::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
175.102.181.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
206.246.109.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54103', '39855'])"
35.206.1.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15169', '19527'])"
174.128.100.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65097', '63335'])"
117.50.128.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
118.184.100.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
2806:2f0:21e0::/43,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['22884', '17072'])"
210.56.52.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
2a0e:7780::/29,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['208846', '40970'])"
91.232.102.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['57488', '3'])"
156.154.144.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397220', '397228', '397241', '397231'])"
2801:18c::/44,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['19429', '10753'])"
121.46.200.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['140717', '140292'])"
2804:6940::/33,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['270258', '265278'])"
2620:1d0:5a::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397223', '397228', '397241', '397231'])"
218.192.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4538', '24357'])"
103.68.200.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['40747', '30277'])"
120.132.84.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
120.92.236.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '137280', '4811'])"
116.89.242.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
169.230.77.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33667', '33651'])"
134.119.75.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
2001:559:c0f8::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33659', '33287'])"
202.90.100.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
2001:559:8738::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33659', '33287'])"
209.54.118.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['400724', '13768'])"
223.202.196.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
216.235.160.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26794', '32719'])"
173.245.196.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33438', '12989'])"
206.221.88.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['264797', '265776'])"
104.153.196.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['53334', '36167'])"
89.35.92.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7018', '834'])"
170.146.251.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14299', '65525'])"
92.60.160.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
2401:cf80:6015::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
2806:2f0:80e2::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65534', '17072'])"
117.122.232.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
116.196.64.0/18,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
91.123.182.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['51648', '51792'])"
123.51.76.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45510', '38333'])"
123.51.76.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45510', '38333'])"
125.208.8.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
120.132.80.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
212.19.145.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9198', '50482'])"
2a02:e980:1e::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['19551', '62571'])"
2405:1c0:6a91::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
2607:fb10:50b2::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55095', '2906'])"
2401:cf80:60e5::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
206.197.211.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['46664', '834'])"
2804:7108::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['82881', '52881'])"
159.231.80.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['12226', '64546'])"
84.17.192.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['58343', '57208'])"
103.107.216.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
212.80.167.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
162.18.85.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17025', '10753'])"
2405:1c0:6433::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
149.5.2.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['209561', '174'])"
116.196.192.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4811', '138421'])"
82.147.82.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['211082', '31112'])"
208.82.160.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397103', '40805'])"
190.90.36.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
181.232.161.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65535', '272064'])"
2804:d70:400::/44,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['52626', '61945'])"
223.205.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45629', '45758'])"
2401:cf80:6074::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
38.107.80.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['174', '394601'])"
103.126.153.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['100', '135957'])"
78.171.16.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
91.212.98.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55569', '44788', '19750'])"
63.218.116.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['198148', '3491'])"
123.59.224.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
198.29.224.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26425', '23503'])"
194.87.22.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['204843', '60721'])"
95.214.110.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['200845', '201153'])"
216.224.123.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
170.146.252.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14299', '65526'])"
222.17.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4538', '24357'])"
24.112.8.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
103.229.212.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['140716', '138950'])"
170.146.84.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14299', '65517'])"
202.4.10.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64513', '7306'])"
170.34.121.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65111', '32787'])"
123.51.12.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45510', '38333'])"
5.252.93.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['51487', '209910'])"
103.49.82.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137502', '43519'])"
45.207.28.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
216.155.47.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54103', '39855'])"
174.128.88.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['63335', '65098'])"
2401:cf80:6061::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
216.162.130.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['23473', '13730'])"
139.5.60.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['136958', '134764'])"
2401:47c0:f000::/36,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['140951', '41095'])"
123.51.8.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45510', '38333'])"
198.160.150.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4867', '16760'])"
140.168.78.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65510', '45867'])"
66.146.32.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['11123', '11841'])"
50.225.248.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['395980', '396021'])"
134.119.67.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
170.34.118.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65111', '32787'])"
