Prefixo,Nexthop,as-path,Origem Prefixo
198.236.86.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['32522', '36683'])"
129.33.187.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['812', '852'])"
2a04:9ac0::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['62242', '48518'])"
162.218.241.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54600', '46841'])"
213.9.240.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
2620:58:4c00::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['5056', '6122'])"
128.201.239.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['265749', '28048'])"
74.204.130.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
186.1.189.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
170.39.224.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['57695', '917'])"
84.235.122.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['{25019}', '{25019,65457}'])"
199.7.67.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397222', '397231', '397213', '397217'])"
141.140.8.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['834', '207907'])"
185.182.240.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9009', '44459'])"
200.49.114.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['27950', '264723'])"
123.51.15.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45510', '38333'])"
209.200.247.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['46562', '834'])"
103.244.59.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
156.77.124.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65391', '11286'])"
139.159.164.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['136958', '58466'])"
43.243.71.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
2401:b780:5010::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65435', '45410'])"
198.3.160.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4436', '3257'])"
2620:116:800c::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['27281', '16509'])"
175.25.16.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
2401:fd80:403::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137502', '43519'])"
216.168.228.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396574', '396540', '396568', '396579', '397206', '396559'])"
98.142.200.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54240', '10730'])"
156.252.22.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
156.247.12.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['133861', '133199'])"
2610:a1:1011::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397223', '397228', '397241', '397215'])"
212.163.227.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
62.76.195.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['197235', '3267'])"
129.157.112.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7160', '14506'])"
199.255.108.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26794', '32719'])"
45.140.125.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['200081', '201492'])"
212.163.96.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
103.126.152.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['100', '135957'])"
170.146.48.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14299', '65517'])"
199.19.134.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33606', '14526'])"
5.144.182.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397373', '30938'])"
123.103.40.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
124.193.128.0/17,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
168.88.78.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['10441', '3549'])"
104.250.110.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64245', '60610'])"
2804:3c70::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['266211', '266210'])"
204.138.100.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65000', '32787'])"
212.163.240.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
193.58.239.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['60802', '35619'])"
200.144.98.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['1251', '1916'])"
212.16.88.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34837', '44889'])"
78.160.224.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
186.149.56.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28118', '12066'])"
216.155.32.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54103', '39855'])"
124.251.96.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9308', '9802'])"
38.134.125.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['174', '399390'])"
145.116.216.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['1104', '5408'])"
2405:1c0:6a71::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
162.14.4.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['132203', '45090'])"
190.60.31.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18747', '7087'])"
45.207.31.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
118.193.176.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
67.210.192.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['30583', '25899'])"
104.234.145.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['210703', '834'])"
112.213.96.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
121.127.234.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
213.192.242.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
142.154.233.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26677', '22652'])"
156.77.116.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65391', '11286'])"
125.208.43.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24406', '24409'])"
66.115.113.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
2401:b780:5011::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65435', '45410'])"
42.83.133.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24406', '24409'])"
187.141.64.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8151', '{3810,19038,270127}'])"
183.84.2.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9308', '9802'])"
2403:41c0:d000::/36,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['63969', '58715'])"
2405:1c0:7961::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
43.247.188.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
112.213.98.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
211.99.216.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9308', '9802'])"
190.90.219.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
85.99.16.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
2804:88:8000::/35,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28135', '52777'])"
211.153.112.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
103.93.252.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['997', '18254'])"
45.207.30.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
223.128.0.0/17,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4538', '24355'])"
76.77.144.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['62', '13767'])"
202.112.61.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4538', '24348'])"
35.211.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15169', '19527'])"
2a0b:39c0:1010::/44,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65373', '12372'])"
207.199.145.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54103', '39855'])"
113.209.194.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
117.79.80.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
123.103.12.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
78.173.232.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
2400:4c80:100a::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7632', '55794'])"
2001:ac0:c880::/44,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['12541', '8903'])"
194.120.43.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['12480', '3257'])"
134.119.59.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
203.76.208.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
2806:1030::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['{20940}', '8151'])"
2804:3b6c::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['266148', '265442'])"
71.252.67.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64512', '701'])"
158.28.252.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4291100673', '1766'])"
103.108.207.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['133234', '137106'])"
2001:502:ad09::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397223', '397218', '397219', '397241', '397234', '397231'])"
199.204.209.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['27257', '812'])"
134.119.31.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
2801:1fc:2::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13489', '27951'])"
2405:1c0:6751::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
134.119.122.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
116.89.249.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '132813'])"
93.95.72.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['44275', '60690'])"
190.108.89.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28032', '262589'])"
190.242.58.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['23520', '262191'])"
2405:1c0:6a42::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
34.0.32.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15169', '19527'])"
109.105.138.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['49813', '51497'])"
78.173.48.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
185.123.120.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
2405:1c0:6a22::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
185.57.100.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['199256', '56410'])"
103.218.217.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['134543', '63655'])"
63.222.105.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['198148', '3491'])"
174.128.126.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['63335', '65096'])"
190.90.23.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28032', '262589'])"
168.253.64.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['328471', '37417'])"
104.77.200.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
2405:1c0:6261::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
118.193.136.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
192.82.134.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396554', '396555', '396577', '397203', '396549', '396559', '397197'])"
202.89.2.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
66.146.72.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['11123', '11841'])"
101.33.24.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['132203', '139341'])"
170.194.128.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26342', '30337'])"
158.51.149.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33218', '33210'])"
2804:d70:c000::/34,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['52626', '61945'])"
88.251.190.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
120.92.112.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137280', '59019'])"
103.228.230.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['136958', '58466'])"
2a02:ef8::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['56730', '57793'])"
2401:47c0:1800::/40,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['140951', '41095'])"
185.175.103.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['206819', '47582'])"
2401:cf80:60e8::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
206.246.97.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54103', '39855'])"
2405:1c0:6221::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
163.116.163.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55256', '55266'])"
134.119.106.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
190.108.88.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28032', '262589'])"
193.0.248.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['20546', '57607'])"
74.119.150.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['62513', '835'])"
217.12.230.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65000', '48932'])"
209.197.0.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33438', '12989'])"
162.14.0.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['132203', '45090'])"
62.205.128.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8772', '29632'])"
167.219.0.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26342', '30337'])"
2610:a1:1003::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397223', '397228', '397241', '397215'])"
2607:fb10:5072::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55095', '2906'])"
2405:1c0:6752::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
88.237.90.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
190.90.191.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
117.48.196.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['136958', '58466'])"
216.250.105.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '132813'])"
193.120.40.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['199256', '56410'])"
139.9.240.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['134542', '58519'])"
156.154.64.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397228', '397241', '397231'])"
2a0b:8e00:1::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['1921', '207021'])"
200.24.1.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
206.246.73.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54103', '39855'])"
45.125.114.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64047', '58779'])"
141.228.207.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['44022', '65024'])"
78.175.48.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
43.243.72.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
43.243.72.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
203.34.177.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['1221', '2764'])"
158.51.148.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33218', '33210'])"
2620:13f:700e::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['59116', '65085'])"
121.127.248.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
118.193.152.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
103.19.189.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
167.219.106.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26342', '30337'])"
122.9.48.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['136958', '58466'])"
211.150.64.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
103.230.231.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
61.38.12.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65146', '3786'])"
204.86.134.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['395605', '10753'])"
2800:b70:12::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['262191', '64595'])"
212.154.161.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9198', '50482'])"
138.238.4.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['919', '6079'])"
199.19.135.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33606', '14526'])"
209.62.235.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26794', '32719'])"
2002::/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['6939', '1103'])"
2405:1c0:6731::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
112.213.108.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
194.104.6.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['59729', '207710'])"
186.1.164.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
198.153.194.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397222', '397231', '397213', '397217'])"
156.67.53.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['200081', '201492'])"
78.164.48.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
42.240.128.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['136958', '58466'])"
44.31.191.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['201106', '50131'])"
2405:1c0:6231::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
114.118.72.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
219.220.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24364', '4538'])"
101.33.180.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['132203', '45090'])"
223.17.192.0/18,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9304', '18116'])"
190.2.219.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['265636', '28022'])"
2806:2f0:8540::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65534', '17072'])"
114.113.104.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
213.192.212.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
172.83.205.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7016', '32198'])"
2607:fb10:5013::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55095', '2906'])"
114.112.80.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
185.247.96.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['48469', '60848'])"
209.235.160.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['{53567}', '20448'])"
185.37.220.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['200077', '53550'])"
123.103.16.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
186.251.211.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['262837', '271662'])"
2a01:d0:317::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8772', '29632'])"
188.212.34.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['31708', '21396'])"
212.163.185.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
103.231.31.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
177.8.94.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['52890', '65051'])"
2804:2fdc:1200::/41,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65103', '264917'])"
170.146.24.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14299', '65517'])"
185.66.60.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
216.250.106.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '132813'])"
217.156.131.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['3356', '27377'])"
192.54.112.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396554', '397203', '396569', '397197', '396577'])"
24.112.33.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
199.4.18.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['46713', '17044'])"
69.36.153.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396574', '396540', '396568', '396579', '397206', '396559'])"
213.170.62.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
85.112.118.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['25478', '50384'])"
123.51.62.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45510', '38333'])"
2001:dc7:fffb::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24406', '24409'])"
207.135.220.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54325', '397782'])"
93.152.215.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['3320', '3257'])"
2405:1c0:6862::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
